Title,Department,Location,Salary,Closing Date,UID,URL
Senior Talent Advisor,UK Health Security Agency,"Can be based in any of the 4 offices in Birmingham, Leeds, London – Canary Wharf or Liverpool","Salary : £38,724 to £48,068",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323603,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NDQ1NSZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MiZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
PA to Deputy Director ,"Department for Environment, Food and Rural Affairs","Bristol, London, Newcastle-upon-Tyne, York","Salary : £25,915 to £30,402",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322161,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4NDQ1MiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
SDA Structural Engineer ,Ministry of Defence,"MOD Abbey Wood, Filton, Bristol, Avon BS34 8JH","Salary : £44,500 to £48,200",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323559,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQ0NDgmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Hub Manager - Reducing Re-offending Support - Yorkshire Prisons Group (Ref: 80841),HM Prison & Probation Service,"This position is based at YORKSHIRE & HUMBERSIDE AREA OFFICE - SOUTH DONCASTER, DN7 6TD, YORKSHIRE & HUMBERSIDE AREA OFFICE WETHERBY, LS22 7FD","Salary : £33,104 to £34,694",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323582,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJmpvYmxpc3Rfdmlld192YWM9MTg4NDQ0NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Anglican Chaplain - HMP Littlehey (Part-Time)(80761),HM Prison & Probation Service,"This position is based at HM PRISON LITTLEHEY HUNTINGDON, PE28 0SR","Salary : £33,104 to £34,694",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323584,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0yJmpvYmxpc3Rfdmlld192YWM9MTg4NDQ0MyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
DTS Technical Systems Administrator (Ref: 80891),HM Courts and Tribunals Service,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £32,827 to £40,403",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323573,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJmpvYmxpc3Rfdmlld192YWM9MTg4NDQyNyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Support Services Administrator - HMP/YOI Norwich (Ref: 80890),HM Prison & Probation Service,"This position is based at HMP NORWICH NORWICH, NR1 4LU","Salary : £21,355",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323570,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4NDQyNiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
"Non-Clinical Assessor - £56,353 p.a. + benefits",Medicines and Healthcare Products Regulatory Agency,"Canary Wharf, London","Salary : £56,353",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323495,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NDQyNSZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MiZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
"Health, Safety and Fire administrator (Ref: 80884)",HM Prison & Probation Service,"This position is based at HM Prison Chelmsford, CM2 6LQ","Salary : £30,471",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323536,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJmpvYmxpc3Rfdmlld192YWM9MTg4NDQyMyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Migration and Borders Group - Migration Advisory Committee (MAC) - Policy Adviser,Home Office,Glasgow - Festival Court,"Salary : £34,350 to £36,755",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323188,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmam9ibGlzdF92aWV3X3ZhYz0xODg0NDE1JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTImb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Band 7 Senior Practice Nurse,Ministry of Defence,"Kendrew Barracks, Cottesmore, Rutland, LE15 7BX","Salary : £43,742 to £50,056",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322049,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NDQwOSZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
DIO – Ministry of Defence Guard Service – Security Officer Supervisor Day Working,Ministry of Defence,"RAF Henlow, Main Guard Room, Henlow Camp, Henlow, Bedfordshire, SG16 6DN.","Salary : £27,474",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322839,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg0NDAyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD01NzcwMzYyMyZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Navy Command - Assistant Head Capability Integration (Dreadnought),Ministry of Defence,Faslane. Hybrid working (a blend of working in the workplace and from home) is encouraged. You should expect to work a min of 3 days a week in Faslane in agreement with your Line Manager,"Salary : £57,670",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322361,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJmpvYmxpc3Rfdmlld192YWM9MTg4NDQwMSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Senior Financial Accountants (Capital and HMPPS) (Ref: 80886),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £39,868 to £50,039",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323527,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg0Mzk1JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD01NzcwMzYyMyZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MiZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
DIO – Ministry of Defence Guard Service – Security Operational Manager Day Working,Ministry of Defence,"Fulwood Barracks, Fulwood, Preston, PR2 8AA Northleigh House, Lime Kiln Close, Bristol, BS34 8SU BFPO, RAF Northolt, West End Road, Ruislip, HA4 6DQ","Salary : £28,300",Closes : 11:55 pm on Monday 13th November 2023,Reference : 321154,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQzOTQmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Digital Investigation Analyst - Digital Media Investigation Unit (Ref: 80194),HM Prison & Probation Service,"These positions are based at 102 PETTY FRANCE (MOJ) LONDON, SW1H 9AJ","Salary : £37,510 to £39,310",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323524,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NDM4OCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0yJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
PSO (Probation Service Officer) Bedford Approved Premises (Ref:80880),HM Prison & Probation Service,"This position is based at NPS 78-80 CHAUCER ROAD BEDFORD, MK40 2AP","Salary : £23,637 to £29,046",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323523,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQzODcmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
