Title,Department,Location,Salary,Closing Date,UID,URL
DDaT - Senior Front End Developer,Ministry of Defence,London,"Salary : £43,080 to £58,660",Closes : 11:55 pm on Monday 13th November 2023,Reference : 298163,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg0ODk0JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD01NzcwMzYyMyZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
DDaT - Senior Data Engineer,Ministry of Defence,London,"Salary : £43,080 to £58,660",Closes : 11:55 pm on Monday 13th November 2023,Reference : 298145,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NDg4OCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01NzcwMzYyMyZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Commercial Change and Planning Lead,"Department for Environment, Food and Rural Affairs","Bristol, York","Salary : £37,295 to £41,425",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322620,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NDg1OCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Negotiations Team Lead - Telecoms ,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, London, Salford","Salary : £52,000 to £61,933",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323630,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQ4NDUmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Universal Credit Case Review (UCR) Senior Operational Leader ,Department for Work and Pensions,"Swindon - Polaris House N Star Ave, SN2 1FL. KIV","Salary : £55,636 to £67,069",Closes : 11:55 pm on Monday 13th November 2023,Reference : 321072,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NDgzMiZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Change and Engagement Manager,"Department for Environment, Food and Rural Affairs",This role can be based at any existing DEFRA policy hub.,"Salary : £37,295 to £44,724",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322971,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg0NzgwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Digital Data & Technology -  Cyber Policy Support Manager,Home Office,"Croydon - Lunar House, Manchester - Soapworks","Salary : £34,350 to £41,035",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323248,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQ3NTImb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
"Sponsorship and Assurance Lead-£42,869 pa + benefits ",Medicines and Healthcare Products Regulatory Agency,"Canary Wharf, London","Salary : £42,869",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323935,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg0NzIzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01NzcwMzYyMyZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
DIO - Team Leader - Contract Management Team,Ministry of Defence,Northwood HQ,"Salary : £57,670",Closes : 11:55 pm on Monday 13th November 2023,Reference : 321726,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg0NzA1JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Product Manager,UK Hydrographic Office,Taunton,"Salary : £45,645 to £47,878",Closes : 11:55 pm on Monday 13th November 2023,Reference : 318279,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJmpvYmxpc3Rfdmlld192YWM9MTg4NDY4NyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Data Scientist,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £38,052 to £45,354",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322887,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTEmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQ2NTgmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Scheme Manager for Bacteriology and Mycology ,UK Health Security Agency,"UKHSA Colindale, 61 Colindale Avenue, London NW9 5EQ","Salary : £55,799 to £65,089",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323815,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODg0NjMxJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Senior Official Feed and Food Controls (OFFC) Performance Management Officer,Food Standards Agency,"We offer great flexible working opportunities, and we have offices in Belfast, Cardiff or York. Please be aware that this role can only be worked within the UK and not overseas. Travel across the UK will ... see the job advert for full location information","Salary : £39,611",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323797,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQ2MjAmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Asset and Compliance Manager,Ministry of Defence,RAF Menwith Hill,"Salary : £28,300",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323798,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg0NjE1JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Enterprise Risk Manager,"Department for Levelling Up, Housing and Communities","Darlington, London, Wolverhampton","Salary : £51,934",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323640,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQ2MDQmcmVxc2lnPTE2OTk4ODI4MzctNTNmMGQyYmRlMTJmYmQ4ZWQyNjM3NjhiZWQ5ZDM3MjEzNWJmYjYzYg==
Operational and Business Support Manager,Driver and Vehicle Licensing Agency,Swansea,"Salary : £32,603",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322177,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJmpvYmxpc3Rfdmlld192YWM9MTg4NDU0NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Private Office Executive Support ,Welsh Revenue Authority,"We encourage flexible and hybrid working but although this role can be based anywhere, some office attendance is required depending on business need. This role is based in our Cardiff office.","Salary : £26,900 to £30,610",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323691,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0yJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJmpvYmxpc3Rfdmlld192YWM9MTg4NDUzNSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Digital Data and Technology - Lead Service Manager,Home Office,"Manchester - Soapworks, Sheffield - Vulcan House, Southport - General Register Office","Salary : £57,000 to £62,700",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322845,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU3NzAzNjIzJmpvYmxpc3Rfdmlld192YWM9MTg4NDUyNyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
**Illegal Migration Operations Command – Illegal Migration Intake Unit – People & Planning - Head of Learning and Development,Home Office,"Bedford - Yarl's Wood Removal Centre, Cardiff - General Buildings, Croydon - Lunar House, Dover - Freight Services Building, Leeds - Waterside Court, Liverpool - The Capital, London - Eaton House, Manchester ... see the job advert for full location information","Salary : £57,000 to £67,100",Closes : 11:55 pm on Monday 13th November 2023,Reference : 322811,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmam9ibGlzdF92aWV3X3ZhYz0xODg0NTIxJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Media Engagement Officer,"Foreign, Commonwealth & Development Office",London,"Salary : £34,500",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323673,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg0NDgzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD01NzcwMzYyMyZzZWFyY2hwYWdlPTImb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Defence Nuclear Organisation Commercial Desk Officer Opportunities ,Ministry of Defence,"MOD Abbeywood:Bristol, AWE Aldermaston: Reading or MOD Main Building: Whitehall","Salary : £28,300",Closes : 11:55 pm on Monday 13th November 2023,Reference : 321115,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NDQ3NyZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Talent Advisor,UK Health Security Agency,"Can be based in any of the 4 offices in Birmingham, Leeds, London – Canary Wharf or Liverpool","Salary : £30,473 to £41,478",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323628,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQ0NjgmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
Interaction Designer,Government Digital Service,"Bristol, Manchester","Salary : £53,400 to £58,850",Closes : 11:55 pm on Monday 13th November 2023,Reference : 323616,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTc3MDM2MjMmam9ibGlzdF92aWV3X3ZhYz0xODg0NDU4JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MiZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE2OTk4ODI4MzktOGY5ZDlmNjgxMTY2NjhhZjU1OTg0NTU4NWUzNzI2YmMxYTdkZjU5OA==
