Title,Department,Location,Salary,Closing Date,UID,URL
** Immigration Enforcement – North Central Team - Reporting and Offender Manager,Home Office,Belfast - Drumkeen House; Cardiff - General Buildings; Glasgow - Festival Court; Leeds - Waterside Court; Liverpool - The Capital; Loughborough - Loughborough Reporting Centre; Middlesbrough - Middlesbrough ... see the job advert for full location information,"Salary : £28,000 to £29,400",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330600,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEyJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkwOTAyJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
HR Business Partner,The National Archives,"London, London (region), TW9 4DU","Salary : £49,000",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330309,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA4Njkmc2VhcmNocGFnZT0xMiZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Defence Business Services (DBS) COps Document Handling Manager,Ministry of Defence,"Tomlinson House, Thornton-Cleveleys, Lancashire, North West","Salary : £35,290",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330609,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA4NjgmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTEyJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Registered Psychologist- HMP Grendon Therapeutic Communities (Ref: 82362),HM Prison & Probation Service,"This position is based at HM Prison Grendon, HP18 0TL","Salary : £47,907",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 331170,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMiZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MDg1NCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
"SEO - Economist, Climate Change Risk Assessment(Ref: 5651)",Climate Change Committee,London (region),"Salary : £43,150 to £47,405",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 331112,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODkwODI0JnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Band 7 Mental Health Practitioner,Ministry of Defence,"Mental Health Team, British Forces Cyprus, Station Medical Centre, RAF Akrotiri, Cyprus BFPO 57","Salary : £43,742 to £50,056",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 328958,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODkwODEzJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Operations Leader - Field Delivery Manager - National,Animal and Plant Health Agency,National,"Salary : £52,120 to £64,380",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 328579,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA3NzQmc2VhcmNocGFnZT0xMiZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Visitor Experience - Duty Manager,Royal Botanic Gardens Kew,Wakehurst,"Salary : £36,338 to £41,747",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 331039,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xMiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA3NTkmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
"Head of Campaigns, Content and Channels",Food Standards Agency,"We offer great flexible working opportunities, and have offices in Belfast, Cardiff or York. Please be aware that this role can only be worked within the UK and not overseas. Travel across the UK will be ... see the job advert for full location information","Salary : £54,404",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 331007,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA3MDEmc2VhcmNocGFnZT0xMiZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Immigration Enforcement - National Command and Control Unit - Immigration Officers,Home Office,Soapworks - Manchester,"Salary : £28,000 to £29,400",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330321,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODkwNjkzJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
DIO - Estates Support Officer,Ministry of Defence,"Rosyth: Forthview House, KY11 2BL","Salary : £24,040",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 329007,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg5MDY4MCZzZWFyY2hwYWdlPTEyJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Stakeholder Engagement  Lead,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £39,384 to £46,715",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330430,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xMiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA2Mjkmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Facilities Technician ,UK Health Security Agency,"Porton Down, Salisbury","Salary : £22,194 to £24,184",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330919,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMiZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MDYyNCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Receptionist – Lincoln (Ref: 82322),HM Prison & Probation Service,"This position is based at NPS 8 Corporation Street Lincoln, LN2 1HN","Salary : £20,126 to £24,225",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330884,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xMiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA1ODMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Probation Officer - HMP Deerbolt (Ref: 82298),HM Prison & Probation Service,"This position is based at HMYOI Deerbolt Barnard Castle, DL12 9BG","Salary : £31,582 to £39,821",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330831,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MDUzNyZzZWFyY2hwYWdlPTEyJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Contracts Support Officer,Institute for Apprenticeships and Technical Education,"Coventry (CV1 2WT). IfATE operate a hybrid working model, and there will be an expectation on the successful candidate to attend a place of work at least 2 days per week.","Salary : £32,085",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 328271,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA0OTMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTEyJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
AO Administrative Officer Receptionist,Ministry of Defence,"Dalton Barracks, Abingdon, Oxfordshire, OX13 6JB","Salary : £24,040",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 328815,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xMiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA0ODcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Communications Directorate - Senior Media Manager,Home Office,"General Buildings-Cardiff, 2 Marsham Street (2MS)-London, Dallas Court-Salford, Vulcan House-Sheffield","Salary : £41,600 to £48,792",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330415,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA0ODMmc2VhcmNocGFnZT0xMiZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Civilian Medical Practitioner,Ministry of Defence,"RAF Boulmer Medical Centre, Alnwick, Northumberland, NE66 3JF","Salary : £83,032 to £98,642",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 329993,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMiZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg5MDQwMiZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Probation Service Officer (Ref: 82276),HM Prison & Probation Service,"This position is based at NPS 70/78 ST JAMES BOULEVARD NEWCASTLE UPON TYNE, NE1 4BN, NMS Ground Floor Cragside House, NE6 1SE","Salary : £24,228 to £30,208",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330662,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODkwMzg3JnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
DIO - Accommodation Private  Rental Scheme (PRS) Banding Officer,Ministry of Defence,"RAF Wyton, Huntingdon, PE28 2EA","Salary : £24,040",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 328984,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkwMjg1JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xMiZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0Mjk3LTJhMmM5NTUwNzQxM2ZhNjQ3NzRhNDU1OWY5MTBmNDNjZDUzNWU5MmU=
Executive Assistant to the Finance and Commercial Director,House of Lords,Westminster,"Salary : £35,700",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330523,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MDI3OCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xMyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
Band 4 Civilian Dental Nurse ,Ministry of Defence,"Dental Centre Chepstow, Beachley Barracks, Chepstow NP16 7YG","Salary : £25,147 to £27,596",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330267,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MDI1OCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xMyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
Public Safety Group - Major Law Enforcement - IT Service Analyst ,Home Office,Bristol - 2 Rivergate,"Salary : £34,350 to £36,755",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 329366,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTAyNTYmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MTMmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
Defence Digital - IT Service Manager,Ministry of Defence,MOD Corsham,"Salary : £35,290",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 329856,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hwYWdlPTEzJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4OTAyMzgmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
Senior Clinical Fellow NMRS,UK Health Security Agency,"Birmingham, London","Salary : £55,329 to £63,152",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330449,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkwMjM2JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEzJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
AA Administrative Assistant,Ministry of Defence,"HMS Nelson Sickbay, Queen Street, Portsmouth, PO1 3HH","Salary : £23,670",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330413,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkwMjE5JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTEzJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
CMA1988 Data and Technology and Insights Adviser,Competition & Markets Authority,"Belfast, Cardiff, Edinburgh, London, Manchester","Salary : £42,924 to £46,697",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330382,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTAyMTEmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHBhZ2U9MTMmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
Head of Rail Project Delivery (ID2023-7834),Scottish Government,Glasgow,"Salary : £71,967 to £83,065",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330371,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkwMTg3JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTEzJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
Senior Policy Officer,"Department for Environment, Food and Rural Affairs","Belfast, Bristol, London, Newcastle-upon-Tyne, York","Salary : £39,439 to £47,039",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 329365,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODkwMTc3JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
Senior Policy Advisor: Downstream Gas and Electricity Resilience,Department for Energy Security & Net Zero,London,"Salary : £41,055 to £45,565",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 330111,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0xMyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkwMTU2JnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
"DDaT, Senior Data Analyst",Home Office,"Croydon, Liverpool, Manchester, Sheffield","Salary : £41,600 to £48,792",Closes : 11:55 pm on Wednesday 3rd January 2024,Reference : 329773,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkwMTQ2JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEzJnJlcXNpZz0xNzAzOTQ0Mjk5LWNjMDFlNzBmZGI0Njc0ZjI4YjgyMWZkYjAxZDRlZGE1YTY4MzJlMWU=
