Title,Department,Location,Salary,Closing Date,UID,URL
Business Operations Manager,UK Health Security Agency,"Liverpool, Manchester, Preston","Salary : £38,724 to £44,393",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327305,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MSZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc2NDcmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Scientific Development Section Lead ,UK Health Security Agency,"Colindale, London NW9 5EQ","Salary : £42,716 to £48,068",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327304,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MSZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc2NDUmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Finance Business Partner (A1645N),Homes England,"Coventry, West Midlands (England), CV1 2GN : Liverpool, North West England, L3 1BP : Leeds, Yorkshire and the Humber, LS11 9AT : Salford, North West England, M3 5AX : Newcastle upon Tyne, North East England, ... see the job advert for full location information","Salary : £46,614 to £54,840",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327288,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzYzMiZzZWFyY2hwYWdlPTEmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Serious Organised Crime Operations – Custody Lead (Ref:81631),HM Prison & Probation Service,"East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £46,549 to £60,478",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327282,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmc2VhcmNocGFnZT0xJmpvYmxpc3Rfdmlld192YWM9MTg4NzYyNiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Information Security Officer (P2006N),Homes England,"Newcastle upon Tyne, North East England, NE4 5BZ","Salary : £36,444 to £42,875",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327281,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzYyNSZzZWFyY2hwYWdlPTEmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Principal Scientist (Epidemiology) (Sepsis),UK Health Security Agency,London,"Salary : £55,799 to £65,089",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327278,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJmpvYmxpc3Rfdmlld192YWM9MTg4NzYyMiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Defence Business Services - (DBS) -MyHR Core Team Lead and MyHR Optimisation Team Lead,Ministry of Defence,"Tomlinson House, Norcross, Blackpool, Lancashire","Salary : £43,080",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327218,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MSZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc2MDgmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
BIM Model Manager   ,HM Revenue and Customs,"Birmingham: Birmingham Arena Central, 3 Arena Central, Bridge Street, Leeds: 7 & 8 Wellington Place, Wellington Street, Manchester: Three New Bailey, New Bailey Street, Salford, Nottingham: Nottingham Government ... see the job advert for full location information","Salary : £42,618 to £45,831",Closes : 11:55 pm on Friday 1st December 2023,Reference : 325514,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmam9ibGlzdF92aWV3X3ZhYz0xODg3NjA1JnNlYXJjaHBhZ2U9MSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Defence Digital Project Manager,Ministry of Defence,"MoD Abbey Wood, Bristol with hybrid working","Salary : £43,080",Closes : 11:55 pm on Friday 1st December 2023,Reference : 326464,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzU5NyZzZWFyY2hwYWdlPTEmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Financial Accountant,HM Revenue and Customs,"14 Westfield Avenue, Stratford, E20 1HZ","Salary : £46,977 to £50,509",Closes : 11:55 pm on Friday 1st December 2023,Reference : 325682,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzU4MSZzZWFyY2hwYWdlPTEmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Governance & Assurance Manager,Ministry of Defence,"RAF Boulmer, Alnwick","Salary : £28,300",Closes : 11:55 pm on Friday 1st December 2023,Reference : 326754,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg3NTY5JnNlYXJjaHBhZ2U9MSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Navy-Nuclear Safety Assessor,Ministry of Defence,This role is based at His Majesty’s Naval Base Clyde (HMNB(C)). Hybrid working (a blend of working in the workplace and from home) is encouraged. The schedule for home working vs in office working may be ... see the job advert for full location information,"Salary : £43,080",Closes : 11:55 pm on Friday 1st December 2023,Reference : 324500,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmc2VhcmNocGFnZT0xJmpvYmxpc3Rfdmlld192YWM9MTg4NzU2MiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Biomedical Scientist/Healthcare Scientist,UK Health Security Agency,UKHSA Colindale,"Salary : £32,469 to £48,054",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327191,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzU0OSZzZWFyY2hwYWdlPTEmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Defence Digital – Inventory Manager,Ministry of Defence,"MOD Corsham, Westwells Road, Corsham, SN13 9NR","Salary : £28,300",Closes : 11:55 pm on Friday 1st December 2023,Reference : 326136,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MSZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc1NDYmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Approved Premises Peripatetic Residential Worker - Part Time - Maidstone(Ref: 81546),HM Prison & Probation Service,"This position is based at NPS 32 TONBRIDGE ROAD MAIDSTONE, ME16 8SH","Salary : £23,637 to £29,046",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327164,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzUzNSZzZWFyY2hwYWdlPTEmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU3OTYtYjc1NmIyZmE5MzY1ODc3MzIyOTgyNTMxNTZlZTNkNzAyYjhlNzVjNw==
Field Officer,Rural Payments Agency,"East Midlands (England), East of England, South East England, South West England, West Midlands (England), Yorkshire and the Humber","Salary : £25,915 to £27,116",Closes : 11:55 pm on Friday 1st December 2023,Reference : 326163,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTImdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmam9ibGlzdF92aWV3X3ZhYz0xODg3NTMzJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDE0NDU3OTktYzVhNDdkZDFmNjBmMmJlYzYxMjQwNGZkZDQ4N2RkYzViZDUxNWQwMQ==
Senior Analyst Scotland Office (Ref: 80885),Ministry of Justice,"This position is based at Dover House London, SW1A 2AU","Salary : £45,824 to £50,039",Closes : 11:55 pm on Friday 1st December 2023,Reference : 327159,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc1MzAmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZzZWFyY2hwYWdlPTImcmVxc2lnPTE3MDE0NDU3OTktYzVhNDdkZDFmNjBmMmJlYzYxMjQwNGZkZDQ4N2RkYzViZDUxNWQwMQ==
Business Management Improvement and Learning Support - Administrative Officer  ,Ministry of Defence,"RAF Wyton, Huntingdon","Salary : £24,040",Closes : 11:55 pm on Friday 1st December 2023,Reference : 325048,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc1MjYmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU3OTktYzVhNDdkZDFmNjBmMmJlYzYxMjQwNGZkZDQ4N2RkYzViZDUxNWQwMQ==
Home Office Cyber Security  - Senior Business Relationship Manager,Home Office,"Croydon - Lunar House, Manchester - Soapworks","Salary : £41,600 to £48,792",Closes : 11:55 pm on Friday 1st December 2023,Reference : 326373,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc1MjAmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU3OTktYzVhNDdkZDFmNjBmMmJlYzYxMjQwNGZkZDQ4N2RkYzViZDUxNWQwMQ==
Financial Control & Policy Team Member,Department for Work and Pensions,"Birmingham, 3 Arena, Central Bridge Street, B1 2AX; Blackpool, Peel Park, Brunel Way, Lancashire FY4 5ES; Leeds, Quarry House, Quarry Hill, LS2 7UA; Manchester, 2 St Peter’s Square, M2 3AA; Newcastle upon ... see the job advert for full location information","Salary : £29,500 to £29,500",Closes : 11:55 pm on Friday 1st December 2023,Reference : 319478,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg3NTEzJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZzZWFyY2hwYWdlPTImcmVxc2lnPTE3MDE0NDU3OTktYzVhNDdkZDFmNjBmMmJlYzYxMjQwNGZkZDQ4N2RkYzViZDUxNWQwMQ==
Service Desk Lead (SEO),Department for Education,"Sheffield, Yorkshire and the Humber, S1 2FJ","Salary : £39,483",Closes : 11:55 pm on Friday 1st December 2023,Reference : 320617,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTImdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmam9ibGlzdF92aWV3X3ZhYz0xODg3NTEyJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDE0NDU3OTktYzVhNDdkZDFmNjBmMmJlYzYxMjQwNGZkZDQ4N2RkYzViZDUxNWQwMQ==
Home Office Intelligence - Joint Debriefing Team - Intelligence  Debriefing Officer,Home Office,Amadeus House - Heathrow,"Salary : £32,000 to £33,600",Closes : 11:55 pm on Friday 1st December 2023,Reference : 326387,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc1MDMmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmc2VhcmNocGFnZT0yJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDE0NDU3OTktYzVhNDdkZDFmNjBmMmJlYzYxMjQwNGZkZDQ4N2RkYzViZDUxNWQwMQ==
Marine NCEA Project Manager,"Department for Environment, Food and Rural Affairs","Bristol, London, Newcastle-upon-Tyne, York","Salary : £37,295 to £44,724",Closes : 11:55 pm on Friday 1st December 2023,Reference : 325580,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTImdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmam9ibGlzdF92aWV3X3ZhYz0xODg3NTAyJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDE0NDU3OTktYzVhNDdkZDFmNjBmMmJlYzYxMjQwNGZkZDQ4N2RkYzViZDUxNWQwMQ==
