Title,Department,Location,Salary,Closing Date,UID,URL
202310: Prison Officer - HMP Manchester,HM Prison & Probation Service,"Manchester, North West England, M60 9AH","Salary : £30,902",Closes : 11:55 pm on Friday 1st December 2023,Reference : 317510,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODgwMzU5JnNlYXJjaHBhZ2U9NCZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
202310: Prison Officer - HMP Aylesbury,HM Prison & Probation Service,"Aylesbury, South East England, HP20 1EH","Salary : £34,402",Closes : 11:55 pm on Friday 1st December 2023,Reference : 316929,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODgwMjkxJnNlYXJjaHBhZ2U9NCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Defence Business Services (DBS) Vets Pensions E1-6,Ministry of Defence,"Kentigern House, Brown Street, Glasgow, G2 8EX","Salary : £24,040",Closes : 11:55 pm on Friday 1st December 2023,Reference : 313979,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00JmpvYmxpc3Rfdmlld192YWM9MTg3NzQwOCZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Specialist Instructional Officer Coppersmith/Pipeworker,Ministry of Defence,"Gosport, Hants","Salary : £28,300",Closes : 11:55 pm on Friday 1st December 2023,Reference : 223695,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg1NTY4MSZzZWFyY2hwYWdlPTQmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Specialist Instructional Officer (Coppersmith/Pipeworker),Ministry of Defence,"Defence School of Marine Engineering, HMS Sultan, Gosport, Hants.","Salary : £28,300",Closes : 11:55 pm on Friday 1st December 2023,Reference : 277379,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00JmpvYmxpc3Rfdmlld192YWM9MTg1MzczMSZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Infrastructure Engineer in Telephony and Network Operations,Cabinet Office,London,"Salary : £44,500 to £48,243",Closes : 11:55 pm on Saturday 2nd December 2023,Reference : 326818,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc1ODQmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Senior Business Manager (Non-Standard Hubs),Government Property Agency,Any of our regional offices with access to remote working.,"Salary : £39,100 to £42,300",Closes : 11:55 pm on Saturday 2nd December 2023,Reference : 326446,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MzI5JnNlYXJjaHBhZ2U9NCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Civil Engineering Works Supervisor,Forestry Commission,"The King's House Lyndhurst, SO43 7NH","Salary : £26,534",Closes : 11:55 pm on Saturday 2nd December 2023,Reference : 326448,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00JmpvYmxpc3Rfdmlld192YWM9MTg4NzE0OSZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Lead Quality Engineer,UK Health Security Agency,Porton Down,"Salary : £51,824 to £61,414",Closes : 2:25 pm on Sunday 3rd December 2023,Reference : 326807,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00JmpvYmxpc3Rfdmlld192YWM9MTg4NzIwNyZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Community Engagement Officer – the Welsh Asian Heritage Project,Royal Commission on the Ancient and Historical Monuments of Wales,Cardiff,"Salary : £28,245 to £32,141",Closes : 5:00 pm on Sunday 3rd December 2023,Reference : 326431,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00JmpvYmxpc3Rfdmlld192YWM9MTg4NjkxMSZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Lead Project Co-ordinator ,Information Commissioner's Office,"Belfast, Cardiff, Edinburgh, London, Wilmslow","Salary : £31,689 to £35,897",Closes : 11:15 pm on Sunday 3rd December 2023,Reference : 326864,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MjQ1JnNlYXJjaHBhZ2U9NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Enterprise Resource Planning Service Owner,Defence Science and Technology Laboratory,"Dstl Porton Down, Salisbury - SP4 0JQ or Dstl Portsdown West, Fareham - PO17 6AD","Salary : £44,667 to £51,677",Closes : 11:25 pm on Sunday 3rd December 2023,Reference : 325081,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00JmpvYmxpc3Rfdmlld192YWM9MTg4NTc2NSZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Communications Manager (Digital and Content),Regulator of Social Housing,"Birmingham, West Midlands (England), B2 4BH : Bristol, South West England, BS1 6EH : Leeds, Yorkshire and the Humber, LS1 4AP : Manchester, North West England, M1 4BT","Salary : £50,628 to £55,956",Closes : 11:45 pm on Sunday 3rd December 2023,Reference : 327094,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJnNlYXJjaHBhZ2U9NCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc0MzQmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Head of AMS PMO,Department for Transport,"Birmingham, Leeds, London","Salary : £51,997",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327295,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00JmpvYmxpc3Rfdmlld192YWM9MTg4ODg0MCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
DIO - Deputy Head Overseas Region & Defence Training Estate,Ministry of Defence,"Warminster, BA12 0DJ","Salary : £67,820",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327731,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00JmpvYmxpc3Rfdmlld192YWM9MTg4ODc5MCZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Lead DevOps Engineer,Driver and Vehicle Standards Agency,"Birmingham, Bristol, Newcastle-upon-Tyne, Nottingham, Oldham, Swansea","Salary : £49,835 to £60,649",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325095,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4ODY3OSZzZWFyY2hwYWdlPTQmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Building Condition Surveyor,House of Commons,"City of Westminster, London (region), SW1A 0AA","Salary : £56,180 to £66,497",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 328495,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4NjE0JnNlYXJjaHBhZ2U9NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Business Operations Manager ,UK Health Security Agency,National,"Salary : £38,724 to £48,068",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 328487,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJnNlYXJjaHBhZ2U9NCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg2MDYmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Senior Delivery Manager,Central Digital and Data Office,"Bristol, Manchester","Salary : £53,400 to £62,060",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 328482,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg1OTkmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Senior Technical Compliance Manager,House of Commons,"City of Westminster, London (region), SW1A 0AA","Salary : £44,118 to £54,015",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 328481,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4ODU5OCZzZWFyY2hwYWdlPTQmcmVxc2lnPTE3MDE0NDU4MDMtZjhkOGFiMjgyNGI5NzkzNThkYTc3NWViMTQyNmJjNzVhOWRiNjI2OQ==
Marketing Analyst - GCS - Applied Data & Insight,Cabinet Office,"Bristol, Glasgow, Leeds, London, Manchester, York","Salary : £35,400 to £42,250",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327436,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjAwNjQ1OTAmc2VhcmNocGFnZT01JmpvYmxpc3Rfdmlld192YWM9MTg4ODU0NyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
G6 Head of CCUS Tranche 2 PMO,Department for Energy Security & Net Zero,"Aberdeen, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £61,580 to £73,440",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327953,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NSZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgzODMmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
Research Associate - Seed Germination and Survival,Royal Botanic Gardens Kew,Wakehurst,"Salary : £36,338",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 328215,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4MzgwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJnNlYXJjaHBhZ2U9NSZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
People Leaders for Aviation Meteorologists,Met Office,Exeter,"Salary : £38,838 to £42,434",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 328121,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01JnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODMyMyZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
International Applied Science and Services Foundation Scientist,Met Office,Exeter,"Salary : £25,870 to £28,300",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 328115,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg4MzE5JnNlYXJjaHBhZ2U9NSZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
Senior Policy Adviser: Product Regulation,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £39,384 to £46,715",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327065,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg4MjE0JnNlYXJjaHBhZ2U9NSZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
Capability Planning Manager (Ref: 81651),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £39,868 to £50,039",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327919,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4MjAzJm93bmVydHlwZT1mYWlyJnNlYXJjaHBhZ2U9NSZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
Software Developer,Home Office,"Sheffield, Manchester, Hendon, or Glasgow","Salary : £41,600 to £48,792",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327630,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01JnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODEzOCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
Senior Auditor,UK Export Finance,"City of Westminster, London (region), SW1A 2HQ","Salary : £43,890 to £54,340",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327782,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJnNlYXJjaHBhZ2U9NSZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgwOTkmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
Spatial Scientist  - Ecologist,Forestry Commission - Forest Research,"The role will be based in either Northern Research Station, Roslin EH25 9SY or Alice Holt Research Station, Farnham GU10 4LH with blended working which gives you the option to work some of the week from ... see the job advert for full location information","Salary : £27,779 to £30,168",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 321370,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4ODA3OCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZzZWFyY2hwYWdlPTUmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
HR Business Partner,Food Standards Agency,"We offer great flexible working opportunities, and have offices in Belfast, Cardiff or York. Please be aware that this role can only be worked within the UK and not overseas. Travel across the UK will be ... see the job advert for full location information","Salary : £54,404",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327725,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4MDY1Jm93bmVydHlwZT1mYWlyJnNlYXJjaHBhZ2U9NSZ1c2Vyc2VhcmNoY29udGV4dD02MDA2NDU5MCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
Human Resources Business Partner ,Defence Science and Technology Laboratory,"Dstl Porton Down, Salisbury - SP4 0JQ or Dstl Portsdown West, Fareham - PO17 6AD","Salary : £44,667 to £51,677",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327695,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01JnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODA0MiZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
Compliance and Controls Manager,Student Loans Company,Glasgow,"Salary : £45,000 to £54,000",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 327654,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYwMDY0NTkwJnNlYXJjaHBhZ2U9NSZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgwMzQmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDE0NDU4MDUtMTUzYzk5MjM3MGMxNTZkMjg5MjZiYjQwYWFkZTViYjdhNGFlNjhlOA==
