Title,Department,Location,Salary,Closing Date,UID,URL
Senior Dynamics Developer ,Driver and Vehicle Standards Agency,"Birmingham, Bristol, Newcastle-upon-Tyne, Nottingham, Oldham, Swansea","Salary : £37,428 to £42,991",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326456,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzQ5MiZ1c2Vyc2VhcmNoY29udGV4dD01OTMzMDA0NCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Software Developer,Driver and Vehicle Standards Agency,"You can choose from Bristol, Newcastle, Nottingham, Swansea, Oldham or Birmingham as your home office. We offer hybrid working – giving you greater flexibility about where and when you work.","Salary : £32,603 to £34,862",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 323839,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4NzQ3MSZ1c2Vyc2VhcmNoY29udGV4dD01OTMzMDA0NCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Strategic Engagement Lead,Department for Work and Pensions,"This role may be located in one of the following locations; Birmingham, Blackpool, Leeds, Manchester, Newcastle-upon-Tyne and Sheffield. Please find further information on the Corporate hub locations here.","Salary : £54,516 to £66,039",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 322930,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODczMjgmdXNlcnNlYXJjaGNvbnRleHQ9NTkzMzAwNDQmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Senior Policy Advisors - Nuclear Fuel,Department for Energy Security & Net Zero,"Aberdeen, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £50,305 to £61,145",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326778,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MSZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTMzMDA0NCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcyODMmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Innovation Policy Adviser,Department of Health and Social Care,London and Leeds,"Salary : £32,188",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326608,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTkzMzAwNDQmam9ibGlzdF92aWV3X3ZhYz0xODg3MjQ5JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Innovation Policy Manager,Department of Health and Social Care,London and Leeds,"Salary : £40,025",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326601,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD01OTMzMDA0NCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcyNDgmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
End User Device Engineer,Department for Transport,"Birmingham, Hastings, Leeds, London","Salary : £32,603",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325005,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcyMjYmdXNlcnNlYXJjaGNvbnRleHQ9NTkzMzAwNDQmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Head of IT Service Management,Maritime and Coastguard Agency,Southampton,"Salary : £51,997",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325594,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MTQ3JnVzZXJzZWFyY2hjb250ZXh0PTU5MzMwMDQ0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Data Scientist,Government Office for Science,"Birmingham, Cardiff, Darlington, Edinburgh, London, Manchester","Salary : £31,120 to £37,260",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326649,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4NzA5NyZ1c2Vyc2VhcmNoY29udGV4dD01OTMzMDA0NCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
IT Support Lead and Problem Manager ,Maritime and Coastguard Agency,Southampton,"Salary : £40,808 to £44,454",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325604,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MDY5JnVzZXJzZWFyY2hjb250ZXh0PTU5MzMwMDQ0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MSZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Head of IT Support,Maritime and Coastguard Agency,Southampton,"Salary : £51,997",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325565,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcwNTYmdXNlcnNlYXJjaGNvbnRleHQ9NTkzMzAwNDQmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Service Desk Manager,Scottish Government,"Leith, Scotland, EH6 6QQ : Glasgow, Scotland, G2 8JX","Salary : £35,196 to £40,246",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326607,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTU5MzMwMDQ0JmpvYmxpc3Rfdmlld192YWM9MTg4NzAxOCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Change and Testing Support Manager,Driver and Vehicle Licensing Agency,Swansea,"Salary : £28,119",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325110,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4Njk5OCZ1c2Vyc2VhcmNoY29udGV4dD01OTMzMDA0NCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Digital Service Assessor,Department for Work and Pensions,"This role may be located in one of the following locations; Birmingham, Blackpool, Leeds, Manchester, Newcastle or Sheffield. Please find further information on the Corporate hub locations here.","Salary : £40,201 to £43,347",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 324147,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4Njk5MiZ1c2Vyc2VhcmNoY29udGV4dD01OTMzMDA0NCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
Head of User Services,Driver and Vehicle Standards Agency,"Birmingham, Bristol, Newcastle-upon-Tyne, Nottingham, Oldham, Swansea","Salary : £51,997",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325011,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4Njk4MSZ1c2Vyc2VhcmNoY29udGV4dD01OTMzMDA0NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcmVxc2lnPTE3MDA5MzIzNzgtYWY0MTRjNjA4YWM2NmUxMTI1NjllNDJlZTE4MTE2MzM2OTJkNmYzYg==
