UID,Apply at advertiser's site
326413,True
322436,True
325725,True
325115,True
325181,True
324226,True
323332,True
326624,True
326612,True
326597,True
326593,True
326575,True
326568,True
326556,True
325202,True
326513,True
326508,True
325755,True
324058,True
326500,True
326484,True
324997,True
326447,True
326441,True
