Title,Department,Location,Salary,Closing Date,UID,URL
End User Device Engineer,Department for Transport,"Birmingham, Hastings, Leeds, London","Salary : £32,603",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325005,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MjI2Jm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD01OTQxNTAwMiZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MSZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Head of IT Service Management,Maritime and Coastguard Agency,Southampton,"Salary : £51,997",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325594,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MTQ3JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTQxNTAwMiZzZWFyY2hwYWdlPTEmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Data Scientist,Government Office for Science,"Birmingham, Cardiff, Darlington, Edinburgh, London, Manchester","Salary : £31,120 to £37,260",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326649,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk0MTUwMDImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJmpvYmxpc3Rfdmlld192YWM9MTg4NzA5NyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
IT Support Lead and Problem Manager ,Maritime and Coastguard Agency,Southampton,"Salary : £40,808 to £44,454",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325604,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk0MTUwMDImcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg4NzA2OSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Head of IT Support,Maritime and Coastguard Agency,Southampton,"Salary : £51,997",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325565,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk0MTUwMDImcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJmpvYmxpc3Rfdmlld192YWM9MTg4NzA1NiZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Service Desk Manager,Scottish Government,"Leith, Scotland, EH6 6QQ : Glasgow, Scotland, G2 8JX","Salary : £35,196 to £40,246",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326607,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk0MTUwMDImcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJmpvYmxpc3Rfdmlld192YWM9MTg4NzAxOCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Change and Testing Support Manager,Driver and Vehicle Licensing Agency,Swansea,"Salary : £28,119",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325110,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2OTk4Jm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD01OTQxNTAwMiZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MSZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Digital Service Assessor,Department for Work and Pensions,"This role may be located in one of the following locations; Birmingham, Blackpool, Leeds, Manchester, Newcastle or Sheffield. Please find further information on the Corporate hub locations here.","Salary : £40,201 to £43,347",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 324147,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2OTkyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTQxNTAwMiZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Head of User Services,Driver and Vehicle Standards Agency,"Birmingham, Bristol, Newcastle-upon-Tyne, Nottingham, Oldham, Swansea","Salary : £51,997",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325011,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4Njk4MSZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmdXNlcnNlYXJjaGNvbnRleHQ9NTk0MTUwMDImcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
DIO – Ministry of Defence Guard Service – Security Officer Supervisor Roster Working,Ministry of Defence,"Ordnance Barracks, Aldershot, GU11 2PS","Salary : £27,474",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326401,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4Njg5MiZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MSZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTk0MTUwMDImcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Supplier Management Specialist,Student Loans Company,"Darlington, Glasgow, Llandudno","Salary : £39,750 to £47,000",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 325883,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJnVzZXJzZWFyY2hjb250ZXh0PTU5NDE1MDAyJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY4ODYmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Policy Advisors - Trade Disputes,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £32,858 to £38,272",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 322252,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NDE1MDAyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY4NzAmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
Senior IT Service Manager,Scottish Government,"Leith, Scotland, EH6 6QQ : Glasgow, Scotland, G2 8JX","Salary : £43,725 to £52,353",Closes : 11:55 pm on Sunday 26th November 2023,Reference : 326336,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2ODE0JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTQxNTAwMiZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDEwNDE4MDItZTJlMjI1NjJmMzI1MWFlMzM3ZTc5YTc3NWQ3Zjk5OTAxOTg3MmM1MQ==
