Title,Department,Location,Salary,Closing Date,UID,URL
Unit Administrator,UK Health Security Agency,Remote working (anywhere in the UK),"Salary : £25,976 to £34,453",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 329014,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0xJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4OTA5NSZ1c2Vyc2VhcmNoY29udGV4dD02MTAwMjczMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
Product Manager - Microsoft 365,Met Office,"Exeter, South West England, EX1 3PB","Salary : £38,838 to £42,434",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 329011,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJmpvYmxpc3Rfdmlld192YWM9MTg4OTA5MiZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
Senior Business Analyst,Met Office,"Exeter, South West England, EX1 3PB","Salary : £38,838 to £42,434",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 328969,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg5MDcwJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTEmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
DIO - Planning Manager,Ministry of Defence,"Kentigern House, 65 Brown St, Glasgow G2 8EX","Salary : £43,080",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 326041,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg5MDUwJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD02MTAwMjczMCZzZWFyY2hwYWdlPTEmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
DIO - Programme Controls Officer ,Ministry of Defence,"Kentigern House, 65 Brown St, Glasgow G2 8EX","Salary : £43,080",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 325680,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJmpvYmxpc3Rfdmlld192YWM9MTg4OTA0OCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTEmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
DIO - Risk and Issue Manager ,Ministry of Defence,"Kentigern House, 65 Brown St, Glasgow G2 8EX","Salary : £43,080",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 325513,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg4OTA0NyZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
Leadership and Management Trainer ***Re-advertisement 326433***,National Crime Agency,"Birmingham, Bristol, London* or Warrington. *For London based roles your contractual place of work will be Endeavour Square, Stratford. However, as that site will not be operational until early 2025 in the ... see the job advert for full location information","Salary : £38,642",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 328925,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJmpvYmxpc3Rfdmlld192YWM9MTg4OTA0NSZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
DIO - Dependency Manager ,Ministry of Defence,"Kentigern House, 65 Brown St, Glasgow G2 8EX","Salary : £35,290",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 327760,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODkwMzEmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
Policy Adviser - Income Tax,HM Treasury,This post can be based in London (1 Horse Guards Road) or Darlington (Feethams House).,"Salary : £31,710 to £40,800",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 328334,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD02MTAwMjczMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODkwMTImcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
"Deputy Director, Homelessness, Rough Sleeping & Multiple Disadvantage ","Department for Levelling Up, Housing and Communities","Bristol, Darlington, Leeds, Manchester, Wolverhampton","Salary : £75,000",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 328844,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4OTAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
Defence Business Services - (DBS) -DIT CDSCivPers Cloud Engineer,Ministry of Defence,"Tomlinson House, Norcross, Blackpool, Lancashire","Salary : £43,080 to £54,480",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 327927,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg4OTk4JnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
Senior External Affairs Manager,HM Treasury,This post can be based in London (1 Horse Guards Road) or Darlington (Feethams House).,"Salary : £31,710 to £40,800",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 328595,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4ODkwNCZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEmcmVxc2lnPTE3MDIyNDYzNjYtNTRkNjBhOGFkOTAyOTQ3Nzc1NzcxZjQzNjQwODc1YTkxOTMzNGRkZA==
Policy Lab Studio Manager (maternity cover),Department for Education,"Bristol, South West England, BS2 0EL : Leeds, Yorkshire and the Humber, LS1 4AP : City of Westminster, London (region), SW1P 3BT","Salary : £39,483",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 327806,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4ODk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTImdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDIyNDYzNjgtMTRjOGMyYzkyMjhkNjM5OTgzM2Q0YmY4ZDE3YWM0N2YyNDc4MTNjNQ==
Data Lead ,HM Treasury,Darlington,"Salary : £31,710 to £37,800",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 327648,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg4NzkmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjgtMTRjOGMyYzkyMjhkNjM5OTgzM2Q0YmY4ZDE3YWM0N2YyNDc4MTNjNQ==
"Infrastructure Analyst, Major Projects ",Ofwat (Water Services Regulation Authority),Birmingham (B5 4UA) or London (E14 4HD) based with hybrid working,"Salary : £36,918 to £50,654",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 328728,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg4NjkmcmVxc2lnPTE3MDIyNDYzNjgtMTRjOGMyYzkyMjhkNjM5OTgzM2Q0YmY4ZDE3YWM0N2YyNDc4MTNjNQ==
Senior Content Designer (Ref: 81855),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £54,358 to £66,670",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 328726,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZ1c2Vyc2VhcmNoY29udGV4dD02MTAwMjczMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg4NjMmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjgtMTRjOGMyYzkyMjhkNjM5OTgzM2Q0YmY4ZDE3YWM0N2YyNDc4MTNjNQ==
Senior Test Engineer,Department for Work and Pensions,"This role may be located in one of the following locations; Birmingham, Blackpool, Leeds, Manchester, Newcastle or Sheffield. Please find further information on the Corporate hub locations here.","Salary : £52,412 to £63,517",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 319636,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZ1c2Vyc2VhcmNoY29udGV4dD02MTAwMjczMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg4NTQmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjgtMTRjOGMyYzkyMjhkNjM5OTgzM2Q0YmY4ZDE3YWM0N2YyNDc4MTNjNQ==
Warehouse Oper,FCDO Services,"Hanslope, South East England, MK19 7BH","Salary : £25,811",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 328699,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg4NDEmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjgtMTRjOGMyYzkyMjhkNjM5OTgzM2Q0YmY4ZDE3YWM0N2YyNDc4MTNjNQ==
Cyber Operations Lead,HM Treasury,"This post can be based in London (1 Horse Guards Road), Norwich (Rosebery Court) or Darlington (Feethams House).","Salary : £52,960 to £68,420",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 327872,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MTAwMjczMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg4MzMmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDIyNDYzNjgtMTRjOGMyYzkyMjhkNjM5OTgzM2Q0YmY4ZDE3YWM0N2YyNDc4MTNjNQ==
Senior Commercial Finance Analyst,Department for Work and Pensions,"The role is based at one of the following locations: Birmingham - 3 Arena Central, Bridge Street, Birmingham B1 2AX, Blackpool Peel Park - Brunel Way, Blackpool FY4 5ES, Glasgow Atlantic Quay - Glasgow G2 ... see the job advert for full location information","Salary : £52,412 to £63,517",Closes : 11:55 pm on Sunday 10th December 2023,Reference : 327989,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZ1c2Vyc2VhcmNoY29udGV4dD02MTAwMjczMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg4MjMmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDIyNDYzNjgtMTRjOGMyYzkyMjhkNjM5OTgzM2Q0YmY4ZDE3YWM0N2YyNDc4MTNjNQ==
