Title,Department,Location,Salary,Closing Date,UID,URL
Policy Officer: Heat Pump Installers,Department for Energy Security & Net Zero,"Aberdeen, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £25,310 to £31,825",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328604,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTUzJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg5MDAyJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
AUM : Business Community Engagement - HMP Haverigg (Ref: 81774),HM Prison & Probation Service,"This position is based at HM Prison Haverigg, LA18 4NA","Salary : £34,862 to £40,094",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328866,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg5MDAxJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4Jm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTUzJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Adult Social Care Senior Policy Advisors,Department of Health and Social Care,Leeds and London,"Salary : £40,025 to £46,918",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 324990,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4OTk2JnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hwYWdlPTUzJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Lead Business Analyst- Police and Public Protection Technology – Home Office Biometrics,Home Office,"Croydon, Manchester, Sheffield","Salary : £57,000 to £67,100",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327954,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTUzJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg4OTkwJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Senior Business Analyst - Migration and Borders Technology Portfolio,Home Office,"Hybrid working may be available for these roles. This enables employees to work partly at home and at an agreed Home Office location. Employees may need to travel to strategic hubs in Croydon, Manchester, ... see the job advert for full location information","Salary : £41,600 to £48,792",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 326630,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODk4OCZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT01MyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
"Policy Advisor, Local Audit Team","Department for Levelling Up, Housing and Communities","Darlington, London, Wolverhampton","Salary : £32,178",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328729,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT01MyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg5NzkmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Head of User-Centred Design,UK Health Security Agency,"Remote working with some travel nationally as may be required by the post. Options to consider hybrid or fully office-based in either London, Birmingham, Leeds or Liverpool","Salary : £65,302 to £78,805",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328834,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4OTc3JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT01MyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Defence Business Services (DBS) DIT Management Information (MI) Report Developer,Ministry of Defence,Norcross - Tomlinson House Tomlinson House Norcross Blackpool Lancashire,"Salary : £35,290",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328572,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JmpvYmxpc3Rfdmlld192YWM9MTg4ODk1OCZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT01MyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Senior Service Designer,Department for Work and Pensions,"This role may be located in one of the following locations; Blackpool, Birmingham, Leeds, Manchester, Newcastle or Sheffield. Please find further information on the Corporate hub locations here.","Salary : £53,412 to £63,517",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 325925,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTUzJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg4OTM5JnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Immigration Enforcement - National Command and Control Unit – Contact Centre Team Leader/Chief Immigration Officer,Home Office,Soapworks - Manchester,"Salary : £34,350 to £36,755",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327990,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4OTM2JnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTUzJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Data Engineer ,HM Revenue and Customs,"20 - 32 Chichester Street, Belfast, BT1 4GF / Birmingham Arena Central, 3 Arena Central, Bridge Street, Birmingham, B1 2AX / 3 Glass Wharf, Avon Street, Temple Quarter, Bristol, BS2 0EL / Cardiff Regional ... see the job advert for full location information","Salary : £42,618 to £50,509",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328492,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01MyZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg4OTE5JnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
Policy Advisor – Packages and ECommerce ,HM Revenue and Customs,"Croydon Regional Centre- 1 Ruskin Square, Croydon, Stratford Regional Centre- 14 Westfield Avenue, Stratford, London, 100 Parliament Street, Westminster, London, Manchester Regional Centre- 3 New Bailey ... see the job advert for full location information","Salary : £35,092 to £42,898",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327678,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODkwNyZzZWFyY2hwYWdlPTUzJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjI2LTNiZjI0NTEwYWU4MzU3MGFiNGY0YjViYjA3MzAyOTUyNjczYjc2MjI=
CMA1991 - Lead Media Relations Officer,Competition & Markets Authority,"Cardiff, Edinburgh, London, Manchester","Salary : £53,365 to £61,187",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328721,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4ODg2MCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT01NCZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Senior HR Business Partner (Ref:81908),HM Courts and Tribunals Service,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £54,358 to £66,670",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328672,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg4ODI4JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT01NCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Crown Court Clerk (Ref : 81834),HM Courts and Tribunals Service,"This position is based at CANTERBURY COMBINED CANTERBURY, CT1 1ZA","Salary : £27,223 to £28,613",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328626,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTU0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg4MDgmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Approved Premises Residential Support Worker (Ref: 81892),HM Prison & Probation Service,"This position is based at NPS 9 LEWIS STREET CARDIFF, CF11 6JY","Salary : £23,637 to £29,046",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328639,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01NCZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg4ODc5MSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Approved Premises Residential Support Worker (81888),HM Prison & Probation Service,"This position is based at NPS 9 LEWIS STREET CARDIFF, CF11 6JY","Salary : £23,637 to £29,046",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328623,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg4NzUwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTU0JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Senior Employee Engagement Delivery Manager (Ref: 81880),Office of the Public Guardian,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £39,868 to £50,039",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328619,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT01NCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg4ODc0MSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
CMA1990 - Senior Media Relations Officer,Competition & Markets Authority,"Cardiff, Edinburgh, London, Manchester","Salary : £42,924 to £46,697",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328562,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4ODY3NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT01NCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Hub Manager Safer Custody (Ref: 81879),HM Prison & Probation Service,"This position is based at HM Prison Wandsworth, SW18 3HS","Salary : £37,510 to £39,310",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328554,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT01NCZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg2NjYmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Usher - Lancashire Courts(Ref: 81683),HM Courts and Tribunals Service,"This position is based at PRESTON COMBINED PRESTON, PR1 2LL, PRESTON MAGISTRATES PRESTON, PR1 2RD","Salary : £21,149",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328509,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODYzNSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT01NCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Delivery/Policy Advisor,Department of Health and Social Care,"Leeds, London","Salary : £32,188 to £38,628",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 328081,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODYyNCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hwYWdlPTU0JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Navy Command - Governance Officer,Ministry of Defence,HMS Drake PL2 2BG HMNB Devonport,"Salary : £35,290",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327491,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT01NCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgyODImb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Marine Processes Senior Specialist - ref : 5601,Natural England,"East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, West Midlands (England), Yorkshire and the Humber","Salary : £33,736",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327873,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODE2NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hwYWdlPTU0JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Marine Planner (HEO) - Ref : 5597,Marine Management Organisation,"East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, West Midlands (England), Yorkshire and the Humber","Salary : £31,614 to £35,273",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327867,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTU0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgxNjImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Clinical Fellow in Infection /Public Health,UK Health Security Agency,London,"Salary : £32,478 to £51,069",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327787,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODEyMiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTU0JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Band 3 Healthcare Assistant,Ministry of Defence,"Larkhill Garrison, Larkhill, Salisbury, Wilts, SP4 8QY","Salary : £22,816 to £24,336",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 325667,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTU0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg4MDY4Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Annualised Hours Contract Residential Worker Cumbria Approved Premises(Ref: 81692),HM Prison & Probation Service,"This position is based at NPS 90 LOWTHER STREET CARLISLE, CA3 8DP","Salary : £23,637 to £29,046",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327729,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4ODA2MCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTU0JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Consultant in Public Health / Consultant Epidemiologist,UK Health Security Agency,London,"Salary : £83,571 to £126,281",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327390,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODA0OSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT01NCZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Business Administrator - Generic - HMP North Sea Camp (Ref: 81737),HM Prison & Probation Service,"This position is based at HM PRISON NORTH SEA CAMP BOSTON, PE22 0QX","Salary : £25,752 to £27,116",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 327650,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4ODAyMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTU0JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Senior Policy Adviser - Open Data,Department for Transport,"Birmingham, Leeds","Salary : £40,808",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 326499,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01NCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg3OTQ3JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
Public Safety Group - Major Law Enforcement - Data Analyst,Home Office,Bristol - 2 Rivergate,"Salary : £34,350 to £36,755",Closes : 11:55 pm on Tuesday 12th December 2023,Reference : 326956,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4NzcyNyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT01NCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjI5LTNiMjRkODEzNWIyNzY4OGIzNzlmNTJhOGRiY2UwODNjZTRkNTBhMmY=
